,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Amount,date,T_id,Email,location,name
20,178156,1.644653059,-0.778382332,-1.240771255,0.679204598,-0.412174699,-0.835789403,0.243590802,-0.145921494,0.515071043,0.202189774,0.694005223,0.413278919,-1.527193661,0.770116712,-0.736640191,0.025413573,-0.351117992,-0.176176649,0.355326782,0.050372472,-0.115787318,-0.686997216,0.154990909,0.045858861,-0.359169328,0.020788611,-0.104561947,-0.039174659,186.54,12-22-2016,smjc4935,srdas.mbj@gmail.com,hmmmmmmm,ashutosh
21,203328,-0.967767137,2.098018632,-5.222929466,6.514573243,-4.187674068,2.11417835,0.948701404,-2.448426895,-3.203666083,-3.074034313,1.051486303,-3.474862967,0.5733713,-5.254253463,-0.326388327,-1.848598114,-2.421535619,-0.833344853,0.952141057,1.14720392,-0.843268389,0.796738518,1.314312347,-0.352886653,-1.77070558,0.098133359,0.956768781,0.162777346,925.31,12-23-2016,roiw5738,ashutosh@gmail.com,4CZLP,ansuman
22,273948,-0.847245613,0.284711563,0.496356151,0.024864181,0.857899955,0.64516081,-0.380299436,0.802546688,-0.250208197,-0.615513504,-0.52263519,0.404778594,0.291468949,0.317114974,-0.21594393,1.164777518,-1.3794424,1.399835961,-0.275550802,-0.021812738,0.328244087,0.582885333,-0.290086431,-0.367921269,0.328227386,-0.546355509,-0.075270574,-0.168619139,19,12-24-2016,kdjr8876,tripans99@gmail.com,05d874,soumitra
23,210466,2.029558972,-0.007863852,-1.425886329,0.131034382,0.374475633,-0.534132718,0.14214733,-0.187027346,0.194087194,0.143171748,1.20269276,1.418926936,0.831898467,0.510038264,0.038045491,-0.097966731,-0.760108231,0.266612243,-0.017855102,-0.155595113,0.30872761,1.027886415,0.022379916,0.763671004,0.266472403,-0.161698441,-0.01987833,-0.060108115,2.49,12-25-2016,djck9987,soumitra8657@gmail.com,00MFL,saugat
24,33434,-1.054653601,1.924061036,-0.232826197,0.931174783,0.273123967,-0.171720327,-0.020719373,0.939512703,-1.255440122,-1.125309944,1.341645996,0.593978524,0.118153679,-0.593652731,0.67572151,0.44659732,1.367724097,1.065316865,0.225146452,-0.205562211,0.222382643,0.409852599,-0.125273652,-0.43565649,-0.280268733,-0.310221858,-0.17713732,0.055828569,1,12-26-2016,dkki2937,saugatmohanty94@gmail.com,8Y4QH,saismita priyadarshini
25,24925,-0.321311799,0.654984197,1.232836114,-0.0300544,0.508586921,-0.657148352,0.998708744,-0.229841514,-0.309851995,-0.236951924,-0.466884286,-0.948486337,-1.637356594,0.46907185,0.981829797,-0.432136722,-0.015560993,-0.577025063,-0.285719874,-0.073060198,0.031141314,0.187824525,-0.122243983,0.062625049,-0.36230302,0.28039892,-0.084079469,-0.092821251,14,12-27-2016,lsfk987,saismitapriyadarshini0014@gmail.com,0D7LH,balkrishna
26,15724,-1.319997873,-0.292658935,1.808571142,-0.153682289,1.007871414,-1.434163313,-0.042655115,0.168215296,-0.20426206,-0.648425079,-0.247585076,-0.496865071,-1.460089574,0.516839607,0.80250821,0.11842973,-0.173209108,-0.774103894,-1.134081445,0.014362235,-0.040768475,-0.559597307,0.247603238,0.335643199,-0.424252779,-0.069852688,0.025426761,0.138767193,1.79,12-28-2016,skcm8872,balkrishnapradhan55@gmail.com,F7ZDR,k.manju
27,218615,2.101863901,0.514230369,-2.918242337,0.339662979,1.267292743,-0.701045738,0.255306323,-0.186235192,0.317363831,-1.033162503,0.699912829,0.09340185,0.297669568,-2.452342721,0.451865721,1.358869605,1.012328579,2.191920085,0.105590258,-0.087920232,0.061108347,0.359102818,-0.231055481,-1.595922457,0.41599599,-0.035813588,0.015581797,-0.015856003,1,12-29-2016,ldee0097,kmanju@gmail.com,UTD6P,khilesh
28,150535,-0.378031793,0.966816754,1.032379569,0.151257568,0.654651251,-0.775980756,0.964594695,-0.475985101,1.167798267,-0.285741163,0.198968648,-2.822589735,1.223710073,1.512314284,-0.288807518,-0.745291137,0.770104037,-0.376483771,0.906406948,0.129479976,-0.446146171,-0.710492728,-0.090641102,-0.069369249,-0.452960575,0.305205663,0.02052629,-0.026653615,8.07,12-30-2016,mcks8736,khilesh121@gmail.com,AGIOI,dinabandhu
29,201344,-1.069415843,0.410375859,1.36387459,-0.637705869,-0.067882427,0.477794461,-0.342725146,0.632954687,-1.388519697,-0.19018623,-2.14070937,-0.782623925,0.22821482,0.073110223,0.484826067,-0.74458528,-0.605078197,2.201927737,-1.187128987,-0.470192788,-0.11900795,-0.132956938,-0.377732897,0.021025023,0.722341111,-0.416982874,-0.02437957,-0.019896831,24.4,12-26-2016,lsnc9836,dina5bandhu@gmail.com,7BM6M,manjeet
30,40652,-1.429662851,-0.611279045,1.038475763,0.23347005,-0.850409105,0.49124232,0.090427723,0.528491458,-1.998552532,0.211468031,0.149961278,0.454313468,1.296450751,0.304362995,0.53497488,-0.914257106,-0.49662164,2.673055362,0.020156338,0.316574716,0.140102099,0.148806163,0.319837355,-0.532799347,0.090866123,-0.185629264,-0.018987461,-0.019155288,254.55,12-26-2016,ksjc8726,mallickmanjeet1997@gmail.com,PB3X9,paramananda
31,197770,-1.232093076,0.305825138,-0.652919777,0.677749403,1.350920103,-0.737451084,0.996520888,0.010994658,-0.426087104,0.164125507,-0.143652834,-0.288354745,-1.861770192,0.987983818,-1.157084895,-0.492863024,-0.349636776,0.391680243,0.670643587,-0.673381388,0.08793252,0.737692402,0.331679998,-0.496200272,-0.170774198,-0.550635151,-0.152752379,-0.220082637,21.95,12-26-2016,sdcn8746,paramanandaghadai@gmail.com,R9LZS,krishnadev
32,100627,-0.428793716,1.101533803,1.714393063,0.037848547,-0.189361823,-1.072312884,0.744079593,-0.114988061,-0.490943308,-0.325861703,-0.024421168,0.315366316,0.457164537,0.065061623,0.770708371,0.080235465,-0.301992478,-0.519183884,-0.112272408,0.112359687,-0.202339482,-0.494391216,0.007826701,0.705874583,-0.222211043,0.049393618,0.269649095,0.125112709,1.29,12-26-2016,osjf0938,krishnadevnayak27@gmail.com,IKUS8,sunny
33,176375,1.787206869,-1.421252177,0.170857239,0.935354811,-1.485888749,0.718253077,-1.421490493,0.353234842,0.906434765,0.748084613,-1.960814686,-0.446589381,-1.116054517,-0.577751311,-0.635947846,-1.421405384,0.053864619,1.526416399,-1.093816008,-0.516313912,-0.333264785,-0.451726816,0.269269529,0.577300603,-0.424417822,-0.716519398,0.094877185,0.006358615,118.9,12-26-2016,jkas0283,psunny033@gmail.com,SSJNQ,aditya narayan
34,77179,-2.979228185,-2.106326829,1.758266435,0.117574003,2.939826801,-2.113264846,-0.602939934,-0.025200032,-0.34712448,-0.291898285,1.172664003,0.386903603,-0.188957493,-0.382700157,0.07010733,0.846105455,-0.674826546,0.460300413,-0.182881563,0.288468107,-0.183088751,-0.83466092,0.505206217,-0.063665639,0.413870471,-0.00976608,-0.477008624,0.275131137,1.98,01-05-17,kdjd9288,sabat.aditya95@gmail.com,76U5I,preeti
35,167213,1.841269116,0.41679842,-1.098495473,3.439606307,0.891004511,0.545525608,0.213552439,0.020641112,-1.390465561,1.672771429,0.228668941,0.3009883,0.408088302,0.486824292,-0.936310227,1.289022129,-1.393982947,0.46649394,-1.314684736,-0.103059072,0.295543881,0.686629844,-0.021300162,0.280678695,0.151553303,0.106337965,-0.060075477,-0.048445527,58.26,01-06-17,poeh9382,preetimama123@gmail.com,WOUAP,soumyaranjan
36,253961,0.144908751,0.999393188,-0.427910335,-0.553971443,0.911250525,-0.746161283,0.925311543,-0.054507348,0.029725746,-0.827231684,-0.75630357,-0.37816983,-0.49809144,-0.913149298,-0.134192115,0.30637335,0.439351859,-0.23250616,-0.284444574,-0.022599202,-0.344906602,-0.858374205,0.100462276,0.48579089,-0.449398006,0.121118062,0.222763328,0.08220232,1.98,01-07-17,lsdj9876,soumyaranjanbehera454@gmail.com,X6JEF,sunita
37,207652,1.245569879,-2.441827818,-0.955415408,-0.319843473,-1.635230555,-0.610022316,-0.273593297,-0.212967917,0.184915218,0.437350229,-0.897015285,-0.50431474,-0.378952332,-0.29822905,-0.30158501,0.942906201,0.484076212,-1.788643541,0.695129956,0.85482087,0.070056287,-0.794773919,0.028795679,-0.039823553,-0.685378638,-0.617486501,-0.079459213,0.036451694,477.03,01-08-17,ksja8373,sunita.ac25@gmail.com,G6SI7,pratikshya das
38,233986,2.034745636,-0.184974841,-2.029200232,0.368447939,0.198815778,-1.604994666,0.667156823,-0.490205213,0.401942855,0.177747241,-1.127660164,-0.551649826,-1.594880535,0.880814513,-0.158903566,-0.552644088,-0.008656938,-0.597859842,0.179646311,-0.235401572,0.102477956,0.327136893,-0.057571989,0.028794976,0.293437109,0.829105522,-0.140499982,-0.082214941,49.95,01-09-17,sifd3984l,daspratikshya8@gmail.com,6h2tp4,abhijeet
39,227644,-0.311896722,0.378300343,1.132215683,-1.044577979,0.262065739,-0.082376271,0.332356846,0.146161761,0.878447427,-1.082674812,-2.095043191,-0.643713665,-0.925421375,-0.152658184,-0.10683897,0.462066194,-0.968669119,0.580832375,-0.689737096,-0.261023553,0.245414408,0.818030173,-0.277877216,-0.783999773,-0.33222717,-0.330731638,0.198512004,0.183156226,9.99,01-10-17,sdgv4357,abhijeetnaik2017@gmail.com,GDGCC,suman
40,42147,-3.525237509,0.55371276,0.645598261,0.040452923,0.225955043,-1.355144093,0.636123831,-0.283246783,1.142821694,1.931292113,-0.250615641,-0.303263118,-0.324299126,-0.445644149,1.18692406,0.208248767,-0.573654511,-0.462205219,0.147783635,-0.602418626,-0.848385756,-0.424665926,0.963196576,0.366157963,0.137715947,0.072526597,0.504114177,-0.117236537,8.92,01-11-17,sjfj3342,sumanbarik1806@gmail.com,D2UT5,abhishek
41,22252,-2.053094382,-1.154037467,2.11048681,-1.484191856,1.662283009,-1.341587898,-0.447050636,-0.009139524,1.016553971,-1.151311044,1.465946219,1.295892144,-0.627131582,-0.073240541,-0.40896199,-1.028784936,-0.022696479,-0.392772419,0.379731043,-0.37641715,-0.22584725,-0.202347105,-0.573794042,0.273848735,0.406845673,-0.860423382,0.031029274,-0.26299148,1,01-08-17,sfvt2345,papunhota0841999abhishek@gmail.com,L9RC9,shriya
42,15646,-0.502874019,0.625620204,2.037196409,1.377884445,0.023652066,1.499668329,0.036835333,0.470853784,-0.22444729,-0.227960376,0.168041966,0.392113391,-0.395544599,-0.101520831,-0.118608114,-0.982318069,0.456409413,0.465810821,2.111454062,0.194990278,0.056633777,0.428132593,-0.380527761,-0.77810833,0.382294181,0.072235656,0.145208601,0.069589089,36.26,01-08-17,loaj3345,shalusalini6599@gmail.com,YJS1S,chandrama
43,134867,-0.504769031,0.418303212,0.630960707,-0.964378513,-0.129374276,-0.673840282,0.421103341,-0.090540272,-1.767178323,0.450133007,1.512778368,-0.303356887,0.316664201,-0.918325598,0.175787568,1.291514001,0.871771275,-0.67449528,1.843564949,0.365431443,-0.225639186,-0.677518368,0.29540745,-0.111529001,-0.620562475,-0.633800451,0.310076085,0.211531293,58.55,01-08-17,akdn5837,pingchandrama99@gmail.com,88SRJ,sidhartha
44,77919,1.100131158,0.132484967,0.196354792,0.969715477,-0.282870268,-0.128646033,-0.279784552,0.195934959,0.36873517,-0.639357591,1.655881228,0.839139089,-0.691850895,-1.252133712,-0.656137794,-0.033307135,1.257989602,0.062277348,-0.159984116,-0.124982402,-0.092226604,-0.044564033,-0.048064753,0.165687685,0.404946181,0.411808042,0.011808355,0.03080115,12.31,1-23-2017,kksi9284,sidharthamahapatra354@gmail.com,Y078L,priyanka
45,240050,2.09406996,-0.013132005,-1.340071742,0.250221284,0.288293889,-0.787291458,0.261593034,-0.359661445,0.410522791,0.035638515,-1.159395311,0.833647865,1.357592659,0.003027414,-0.036767746,0.042626664,-0.605928694,-0.785943249,0.395740513,-0.108272814,-0.315669402,-0.735315366,0.232631893,-0.622205939,-0.16991738,0.233885053,-0.065721901,-0.062829403,10.99,1-23-2017,okau3937,priyankaekka230@gmail.com,45MHK,rajat kumar
46,28580,1.111598523,-0.623723878,0.356637047,-1.292271659,-0.87813531,-0.496258456,-0.322646673,0.10421942,1.480144889,-1.067929134,1.567651392,1.36483284,-0.932305871,0.346511319,0.171659887,-1.050832964,0.396606629,-0.488818849,1.002368785,-0.08724591,-0.170205257,-0.356461878,0.040909917,0.255174128,0.300707157,-0.17530097,0.01663871,0.010127494,47.9,1-23-2017,akdf0937,rajatkumar777@outlook.com,CS4XV,shweta
47,135813,1.124819237,-0.164549784,1.365834193,0.792382193,-1.088175194,-0.090074452,-0.685608143,0.174507096,0.574476034,-0.087433286,1.242721185,1.48857774,0.470610025,-0.30685136,-0.576415068,0.273461276,-0.381623263,0.12503817,0.168177131,-0.061992608,-0.020381118,0.125841804,0.037429829,0.58640305,0.215338928,0.285083211,0.017046201,0.020236263,8.7,1-23-2017,laoj9274,shwetabose2016@gmail.com,6ND2Q,pritam kumar
48,252577,-1.777491681,-1.299400198,0.011975253,-0.254779312,1.873634585,-1.30702274,0.475306412,-0.057715127,-0.158351217,-0.06214573,0.651850379,1.052163845,0.641107416,0.101367445,-0.953165764,0.189172708,-0.816071973,-0.242956613,0.42882136,-0.284174822,-0.340775786,-0.284444304,1.742260567,-0.421212863,-0.047510764,0.206569171,0.373619234,-0.115934573,7.7,1-23-2017,slog8873,krpritam251@gmail.com,PFR77,priyanka priyadarsanee
49,44001,-2.144411474,1.073499095,-2.773662944,1.384393731,-4.015477127,0.747235432,1.525637535,0.192987836,-2.431861966,-4.155837834,4.35477463,-2.872400109,0.468875462,-4.555666748,0.699671493,-2.901140776,-4.674667111,-2.213623252,1.29616505,0.668123787,0.14465328,-0.88568164,0.625098628,0.096526892,-0.189454896,0.532908314,0.423044722,-0.21026631,802.52,1-20-2017,skjn8746,sppriyanka19972@gmail.com,ZUN4V,b
50,106774,-0.596813905,0.378245359,2.711261929,1.829414573,-0.422566145,0.403745421,0.161264203,0.090596101,0.075159443,-0.040308634,-0.411583807,-0.544434952,-1.186744346,-0.19319183,1.198321516,-1.220592173,0.824074386,-0.055072616,1.088815398,0.257918613,0.174852161,0.790671986,-0.213615924,0.410294364,0.188411238,0.068887882,-0.028791646,-0.125966069,49,1-21-2017,sagp0973,brajeshkumar7200@gmail.com,L1U1E,ritushna
51,6820,-2.169928976,3.639653999,-4.508497786,2.730668149,-2.122692871,-2.341016828,-4.235253083,1.703537658,-1.305279133,-6.716720023,6.353612319,-8.601648263,0.449930038,-7.506169374,-0.438081782,-3.694515998,-6.304753386,-1.267587128,0.35798703,0.500779054,0.645103276,-0.503529449,-0.000522822,0.071695779,0.092007433,0.308497932,0.552590915,0.298954479,1,1-22-2017,kaih8735,ritushnamohapatra0315@gmail.com,7EXZQ,bethany
52,9034,-0.2903748,1.574436062,1.824075294,3.41820325,0.292928527,0.141527306,0.455224974,-0.073011995,0.066790328,-0.364892428,0.413653961,-2.453972362,2.478478201,-0.050922392,-0.906365979,-0.362687101,2.028253264,0.510544407,0.812327371,0.167899827,-0.175014991,0.023769802,-0.230399308,0.278854727,-0.086605282,0.244724859,0.143010735,0.153370151,10.6,1-23-2017,llao9334,bethrymbai6@gmail.com,IWL5Q,shanti rani
53,97855,-1.351154545,1.63626906,0.433361022,-0.06412087,-0.455135514,-0.328741421,-0.233063251,1.109600678,-0.710118383,-0.508293255,1.330575773,0.701425536,-0.469651932,0.478662721,0.45170542,0.541799744,0.397629905,0.042773631,-0.194494287,-0.041225707,-0.139055284,-0.55945626,0.118520674,-0.054054067,-0.18683949,0.095784126,0.118628317,0.007460159,8.98,1-24-2017,kdoo0652,shantirani2000@gmail.com,3EF5M,suvam
54,274197,0.029054384,1.211787535,1.376925969,2.657008484,0.709838429,0.585949833,0.417057094,0.14276163,-1.241863114,0.73891169,-1.91189131,-0.434338541,0.958200347,-0.407359569,-0.551954079,1.587090788,-1.502148059,0.385130767,-1.829864594,-0.170623016,0.232258925,0.683091655,-0.165532639,-0.672080044,-0.418486278,-0.039356046,0.088483754,0.05919685,1,1-25-2017,nsjd6698,subhamdas603@gmail.com,7V7AE,gunanidhi
55,264398,-1.076035293,1.007355642,-0.198777604,-0.135487675,1.265704211,-0.453365855,1.159468072,0.358825464,-1.116015972,-0.84153865,0.286066021,0.677061532,-0.565813131,0.9554198,-1.908372292,-0.21198079,-0.486728333,0.036666677,-0.576619084,-0.200892575,0.248147298,0.450061693,-0.297668973,0.698243699,0.59876857,-0.63970201,-0.047373864,0.009281702,39.6,1-26-2017,ldoe6672,gunanidhimeher222@gmail.com,602VP,suvam
56,64518,1.240620741,-0.073269877,0.155657283,-0.306180394,-0.214470455,-0.223597848,-0.181450937,0.092255627,0.057906073,-0.056084785,1.321393834,0.582601399,-0.589521995,0.598606227,0.690255404,0.24036782,-0.320112783,-0.435340491,0.226307442,-0.125449401,-0.181628559,-0.547476228,0.096944824,-0.270351214,0.091877988,0.881601927,-0.078800349,-0.014306214,1,1-27-2017,ldog2253,suvamparija123@gmail.com,0ROBL,abhisek
57,29731,-0.172365998,0.458758325,1.053661183,-0.953585963,0.325113407,-0.175546922,0.298668079,0.054227802,0.05510168,-0.612839193,-1.762169516,-0.941269288,-0.449708868,0.086789277,1.228708056,0.758864226,-0.814040221,0.299272,0.70049093,0.018577693,-0.152472947,-0.533710387,-0.191140232,-0.982718476,-0.154976446,0.953248863,-0.056474721,0.001504212,7.68,1-28-2017,skdk3698,abhiseksbp99@gmail.com,RZIVU,subham lahiry
58,3859,1.501353392,-1.108203074,0.814054732,-1.309409185,-1.894297313,-0.826509282,-1.291526067,-0.111048343,-1.512936685,1.444073106,-0.606459324,-1.195830846,0.041410337,-0.389702494,0.898884393,-0.125272344,0.405595441,0.372436349,-0.438160022,-0.358381803,-0.067718345,0.198206814,0.007487475,0.362486581,0.322289378,-0.101170051,0.048733133,0.025775552,10.5,1-29-2017,kdeo5874,subhammojumdar2012@gmail.com,X59NW,chandan
59,228855,-1.39265341,2.148369732,-2.33466757,-0.750898282,0.527867969,0.042734979,-0.3984222,-1.691246146,-0.327367281,-0.69090649,0.082439478,0.606757268,-0.391222982,-0.091124012,-1.213103219,0.745516834,0.564792599,0.696033025,0.201641019,-0.953500478,2.336612505,-0.973142957,0.487951467,-0.038959679,-0.673617581,0.207877001,-0.472790883,-0.016554067,27.41,02-06-17,jfji9875,chandanhansdah123@gmail.com,FJ6MD,pujashree
60,38361,1.241608731,-0.568616295,0.962067952,0.611090978,-0.989856805,0.392817921,-0.856996242,0.058005675,-0.345424459,0.612136101,-1.586495501,0.497886378,1.628616401,-0.785637419,-0.073431745,-1.189237839,-0.375417357,1.413465455,-0.73156588,-0.35909835,-0.442806055,-0.636007996,-0.073001205,-0.469089349,0.433447509,-0.34727748,0.095869807,0.044086961,49.98,02-06-17,losi3548,pujashreebaskey@gmail.com,M2IB5,raju
61,115929,-0.828822165,0.405083284,0.993335693,-1.186685935,0.33844688,-0.482920284,2.122227096,-0.485841722,-0.671445985,-0.873451849,-1.057289429,-0.549700844,-0.069621165,0.096800439,0.302454014,0.39064125,-0.811579994,-0.575329219,0.036657993,0.441953299,-0.32767068,-1.246646392,0.147432077,-0.470226824,0.382589141,0.634489735,-0.323766984,-0.177632093,200,02-06-17,dirk2986,rajurajak5522@gmail.com,08U3A,shyam prasad
62,121757,0.999272232,-0.724819527,1.044968512,0.147114232,-1.100713124,0.404499978,-0.806115397,0.371867971,1.069135698,-0.331316197,0.974503528,0.880828673,-1.005544052,-0.139130954,-0.646579631,-0.166187985,0.224769966,-0.47085453,0.382456535,-0.023468177,-0.125449468,-0.29197574,0.050150802,0.07107372,-0.020534075,0.951175111,-0.039036305,0.010079519,73.43,02-06-17,ksif3254,shyamsimpleton@gmail.com,WEPN2,dilip kumar
63,78939,-0.512535841,0.658970864,1.352416821,-0.592401917,0.013113784,-0.449142031,0.466952762,0.277418048,-0.227760369,-0.284986649,1.293475012,-0.103997704,-1.867513886,0.653659413,0.115912637,0.363514399,-0.463801437,-0.107202019,-0.931186185,-0.120047877,0.030551971,0.04605879,-0.002042399,0.183600293,-0.295603634,0.22867664,0.231971821,0.084005097,9.99,02-06-17,oith5486,dilipmaharana1999@gmail.com,4NKNL,sucharita
64,104833,-1.292011951,0.369345913,2.564284749,0.197440811,0.409676612,-0.14106257,-0.008248004,0.136042242,0.223684785,-0.835801443,-1.271460295,0.545438029,0.984660351,-0.762597055,-0.434666161,0.319370432,-0.704195537,0.055072245,-0.495506106,-0.121658087,-0.038121592,0.032098122,-0.43501052,-0.087637965,0.506518187,-0.473427116,0.014010628,0.071720359,9.99,02-06-17,ldik2587,misra.sucharita98@gmail.com,YBLFA,chinmaya
65,5535,-8.617888249,7.467016582,-1.565032949,-0.884684247,-1.699890921,4.669831594,-8.058864541,-23.02234811,3.07939285,2.172834478,2.099885296,-0.106140492,0.406652103,2.695299399,-0.784020243,0.24816145,2.357936787,0.447470933,-0.802446596,-4.552711329,22.58067527,-8.454599243,3.575742698,-0.531607291,0.351640109,0.213673388,1.157191516,0.193203439,1.98,02-05-17,lfik9857,mail2cpradhan@gmail.com,3BQG1,barada
66,48993,0.644188777,-1.580171072,0.009114698,-1.145014536,-0.626760693,1.073579925,-0.572055803,0.311357196,1.601371842,-1.019306792,0.116340818,0.756368687,0.373317728,0.107505821,1.961412221,0.513383989,-1.106194698,1.421867211,0.592170778,0.604261621,0.428690071,0.664346948,-0.594989938,-1.65325972,0.489135137,-0.442830162,0.051045284,0.066487561,330.49,02-06-17,loiyj9384,panigrahy.barada98@gmail.com,JM4E1,abhishek
67,93352,-0.927124403,1.326258232,1.085713105,-0.066189077,0.29702911,-0.556903194,0.667314739,0.361330489,-0.836445429,-0.990281978,-0.467305873,0.551299754,0.651243565,0.440454661,0.299798417,0.045663383,-0.329910282,-0.572611073,-1.420984756,-0.274635875,0.207746667,0.495992793,-0.194223873,0.092852633,0.140970551,-0.502498311,-0.004412104,0.055245516,6.13,02-07-17,kdjd8876,ma2751998@gmail.com,5RW6P,mukesh kumar
68,109519,-5.485452751,5.033235222,-2.991268521,0.794997633,-3.202287399,-1.337237957,-2.670888851,3.721176287,-0.693025443,0.258122213,-1.687972285,1.58020314,0.887769734,2.609528722,0.746323305,0.587545576,1.288040789,0.287016527,0.217551415,-0.311073003,0.469070099,0.309423161,0.423448734,0.372652907,0.196884812,-0.392671682,-1.441828575,-0.330109202,5.81,02-08-17,kkidj9987,mukesh.naik23@gmail.com,1WWLH,satyajit
69,25888,1.083849997,-0.11037556,0.488724514,1.055183166,-0.365781301,0.247487149,-0.409230383,0.297759475,0.239309554,0.217654085,0.839123378,-0.23177817,-1.917983614,0.784080077,0.924209228,0.436756767,-0.54707483,0.578780636,-0.553214131,-0.199548855,0.224205838,0.534459323,-0.154627433,-0.335705895,0.481992345,-0.186408793,0.028028933,0.012351608,38.8,02-09-17,kdij0987,beherasatyajit1998@gmail.com,JDJE,Lunu pro
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
